top_500_rank,title,author,pub_year,orig_lang,genre,author_birth,author_death,author_gender,author_primary_lang,author_nationality,author_field_of_activity,author_occupation,oclc_holdings,oclc_eholdings,oclc_total_editions,oclc_holdings_rank,oclc_editions_rank,gr_avg_rating,gr_num_ratings,gr_num_reviews,gr_avg_rating_rank,gr_num_ratings_rank,oclc_owi,author_viaf,gr_url,wiki_url,pg_eng_url,pg_orig_url,year,week,rank,title_id,nyt_title,novel_length_chars,novel_length_words,mentions_she,he_counts,she_counts,they_counts,pg_book_id,pub_date
197,Catching Fire,Suzanne Collins,2009,English,scifi,1962,ALIVE,female,eng,US,"young adult fiction,television plays,television authorship,motion picture plays,motion picture authorship","television writers,screenwriters,novelists",10269.0,407.0,212.0,167.0,394.0,4.33,"3,545,636","123,566",26,15,170720867.0,150638554,https://www.goodreads.com/book/show/6148028-catching-fire?ref=nav_sb_ss_1_13,https://en.wikipedia.org/wiki/Catching_Fire,NA_not-pub-domain,,,,,,,,,False,,,,,2009-01-01
198,"Roll of Thunder, Hear My Cry",Mildred D. Taylor,1976,English,history,1943,ALIVE,female,eng,US,childrens literature,author,9669.0,369.0,232.0,192.0,377.0,3.89,"124,507","6,179",329,295,56862.0,266677806,https://www.goodreads.com/book/show/310459.Roll_of_Thunder_Hear_My_Cry?ref=nav_sb_ss_1_28,"https://en.wikipedia.org/wiki/Roll_of_Thunder,_Hear_My_Cry",NA_not-pub-domain,,,,,,,,,False,,,,,1976-01-01
199,Death Comes for the Archbishop,Willa Cather,1927,English,history,1873,1947,female,eng,US,,,9674.0,337.0,435.0,191.0,266.0,3.96,"37,301","3,791",266,419,365590.0,2480701,https://www.goodreads.com/book/show/545951.Death_Comes_for_the_Archbishop?ref=nav_sb_ss_1_30,https://en.wikipedia.org/wiki/Death_Comes_for_the_Archbishop,https://www.gutenberg.org/cache/epub/69730/pg69730.txt,,,,,,,417101.0,72802.0,True,1046.0,132.0,353.0,69730,1927-01-01
200,The House of Mirth,Edith Wharton,1905,English,na,1862,1937,female,eng,US,"novels,fiction","novelists,designers,authors",9724.0,7806.0,688.0,188.0,202.0,3.97,"97,419","6,349",256,323,327260.0,17230986,https://www.goodreads.com/book/show/17728.The_House_of_Mirth?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/The_House_of_Mirth,https://www.gutenberg.org/cache/epub/284/pg284.txt,,,,,,,763922.0,132356.0,True,944.0,2171.0,322.0,284,1905-01-01
201,Light in August,William Faulkner,1932,English,na,1897,1962,male,eng,US,"short stories,novels,fiction",novelists,9748.0,335.0,485.0,185.0,248.0,3.94,"61,696","3,218",291,375,4794.0,39376770,https://www.goodreads.com/book/show/10979.Light_in_August?from_search=true&from_srp=true&qid=e1cnXUzA2Y&rank=1,https://en.wikipedia.org/wiki/Light_in_August,NA_not-pub-domain,,,,,,,,,False,,,,,1932-01-01
202,The Pickwick Papers,Charles Dickens,1837,English,na,1812,1870,male,eng,GB,english literature,"authors english,writers,novelists",5540.0,2368.0,1162.0,470.0,132.0,3.85,"29,651","2,287",363,439,2999490479.0,88666393,https://www.goodreads.com/book/show/229432.The_Pickwick_Papers?from_search=true&from_srp=true&qid=YnFXeRLGLf&rank=1,https://en.wikipedia.org/wiki/The_Pickwick_Papers,https://www.gutenberg.org/cache/epub/580/pg580.txt,,,,,,,1802654.0,303123.0,True,3184.0,491.0,986.0,580,1837-01-01
203,Remembrance of Things Past,Marcel Proust,1913,French,autobio,1871,1922,male,fre,FR,,"novelists,essayists,critics",9909.0,321.0,1074.0,180.0,144.0,4.29,"3,395",317,37,495,2564842575.0,32001793,https://www.goodreads.com/book/show/190576.Remembrance_of_Things_Past?ref=nav_sb_ss_1_26,https://en.wikipedia.org/wiki/In_Search_of_Lost_Time,https://www.gutenberg.org/cache/epub/7178/pg7178.txt,https://www.gutenberg.org/cache/epub/2650/pg2650.txt,,,,,,1121594.0,198277.0,True,2441.0,1720.0,629.0,7178,1913-01-01
204,Barchester Towers and the Warden,Anthony Trollope,1857,English,na,1815,1882,male,eng,GB,novels,novelists,996.0,35.0,21.0,495.0,495.0,4.2,83,10,72,499,3943267553.0,61683295,https://www.goodreads.com/book/show/198186.Barchester_Towers_and_The_Warden?ref=nav_sb_ss_1_32,https://en.wikipedia.org/wiki/Barchester_Towers,https://www.gutenberg.org/cache/epub/3409/pg3409.txt,,,,,,,1133829.0,201300.0,True,3054.0,1778.0,474.0,3409,1857-01-01
205,The Bridge of San Luis Rey,Thornton Wilder,1927,English,history,1897,1975,male,eng,US,,"novelists,dramatists,playwrights",9304.0,223.0,717.0,209.0,197.0,3.79,"34,917","2,682",404,424,396310.0,100167035,https://www.goodreads.com/book/show/92508.The_Bridge_of_San_Luis_Rey?ref=nav_sb_ss_1_26,https://en.wikipedia.org/wiki/The_Bridge_of_San_Luis_Rey,https://gutenberg.org/cache/epub/69768/pg69768.txt,,,,,,,202597.0,35462.0,True,279.0,329.0,107.0,69768,1927-01-01
206,The Help,Kathryn Stockett,2009,English,history,1969,ALIVE,female,eng,US,,author,9222.0,717.0,330.0,211.0,314.0,4.47,"2,749,154","90,220",10,30,139722026.0,68403808,https://www.goodreads.com/book/show/4667024-the-help?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/The_Help,NA_not-pub-domain,,,,,,,,,False,,,,,2009-01-01
207,Murder on the Orient Express,Agatha Christie,1934,English,mystery,1890,1976,female,eng,GB,"poetry,literature,drama","short story writer,novelist english,poet,playwright",9642.0,618.0,875.0,195.0,165.0,4.2,"616,572","39,944",73,127,2829722136.0,71388952,https://www.goodreads.com/book/show/853510.Murder_on_the_Orient_Express?ref=nav_sb_ss_1_28,https://en.wikipedia.org/wiki/Murder_on_the_Orient_Express,NA_not-pub-domain,,,,,,,,,False,,,,,1934-01-01
208,The Lovely Bones,Alice Sebold,2002,English,na,1963,ALIVE,female,eng,US,,novelists,8283.0,580.0,283.0,254.0,343.0,3.85,"2,345,653","46,272",364,36,141600967.0,100246649,https://www.goodreads.com/book/show/12232938-the-lovely-bones?ref=nav_sb_ss_1_16,https://en.wikipedia.org/wiki/The_Lovely_Bones,NA_not-pub-domain,,,,,,,,,False,,,,,2002-01-01
209,The Appeal,John Grisham,2008,English,na,1955,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",6622.0,624.0,218.0,390.0,385.0,3.63,"57,644","4,711",469,380,115902711.0,7449742,https://www.goodreads.com/book/show/1248179.The_Appeal?ref=nav_sb_ss_2_10,https://en.wikipedia.org/wiki/The_Appeal,NA_not-pub-domain,,,,,,,,,False,,,,,2008-01-01
210,Dombey And Son,Charles Dickens,1848,English,na,1812,1870,male,eng,GB,english literature,"authors english,writers,novelists",9606.0,5740.0,1479.0,196.0,95.0,3.96,"15,748","1,009",267,471,3490.0,88666393,https://www.goodreads.com/book/show/50827.Dombey_and_Son?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/Dombey_and_Son,https://www.gutenberg.org/cache/epub/821/pg821.txt,,,,,,,2051357.0,357979.0,True,3905.0,2247.0,793.0,821,1848-01-01
211,Slaughterhouse-Five,Kurt Vonnegut,1969,English,scifi,1922,2007,male,eng,US,"short stories,science fiction,novels,literature,fiction","novelists,authors",5720.0,674.0,223.0,464.0,384.0,4.1,"1,364,525","39,355",137,62,11510086302.0,71398958,https://www.goodreads.com/book/show/4981.Slaughterhouse_Five?ref=nav_sb_ss_1_19,https://en.wikipedia.org/wiki/Slaughterhouse-Five,NA_not-pub-domain,,,,,,,,,False,,,,,1969-01-01
212,An American Tragedy,Theodore Dreiser,1925,English,romance,1871,1945,male,eng,US,,"political activist,editor,author,political activists,editors,authors",9445.0,542.0,687.0,205.0,203.0,3.96,"36,726","1,631",268,421,439146.0,4944366,https://www.goodreads.com/book/show/331319.An_American_Tragedy?ref=nav_sb_ss_2_19,https://en.wikipedia.org/wiki/An_American_Tragedy,unavailable,,,,,,,,,False,,,,,1925-01-01
213,The Bluest Eye,Toni Morrison,1970,English,bildung,1931,2019,female,eng,US,"united states race relations,racism,african americans,african american women,african american girls,literature","english teachers,college teachers,novelists,authors,writers,university and college faculty members,literature teachers,english teachers of",10212.0,675.0,426.0,170.0,270.0,4.11,"250,073","16,845",130,222,1169431.0,109406177,https://www.goodreads.com/book/show/11337.The_Bluest_Eye?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/The_Bluest_Eye,NA_not-pub-domain,,,,,,,,,False,,,,,1970-01-01
214,Little House In the Big Woods,Laura Ingalls Wilder,1932,English,history,1867,1957,female,eng,US,,women authors,9576.0,204.0,329.0,198.0,315.0,4.2,"268,115","7,826",74,213,3901819946.0,34464422,https://www.goodreads.com/book/show/8337.Little_House_in_the_Big_Woods?ref=nav_sb_ss_1_29,https://en.wikipedia.org/wiki/Little_House_in_the_Big_Woods,NA_not-pub-domain,,,,,,,,,False,,,,,1932-01-01
215,Pippi Longstocking,Astrid Lindgren,1945,Swedish,na,1907,2002,female,swe,SE,"motion picture plays,fiction,childrens stories,childrens literature,screenplays",authors,9102.0,130.0,761.0,216.0,186.0,4.15,"199,322","5,183",102,237,48553453.0,97119817,https://www.goodreads.com/book/show/19302.Pippi_Longstocking?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/Pippi_Longstocking_(novel),NA_not-pub-domain,,,,,,,,,False,,,,,1945-01-01
216,Germinal,Émile Zola,1885,French,political,1840,1902,male,fre,FR,,authors french,9474.0,1006.0,1585.0,203.0,83.0,4.18,"37,549","2,112",82,417,8738.0,32004502,https://www.goodreads.com/book/show/28407.Germinal?ref=nav_sb_ss_1_8,https://en.wikipedia.org/wiki/Germinal_(novel),https://www.gutenberg.org/cache/epub/56528/pg56528.txt,https://www.gutenberg.org/cache/epub/5711/pg5711.txt,,,,,,1039279.0,181131.0,True,2416.0,1017.0,1318.0,56528,1885-01-01
217,The Heart Is a Lonely Hunter,Carson McCullers,1940,English,na,1917,1967,female,eng,US,,"poets,authors,dramatist",9014.0,419.0,548.0,218.0,229.0,3.99,"109,727","8,145",238,306,346771.0,95151447,https://www.goodreads.com/book/show/37380.The_Heart_Is_a_Lonely_Hunter?ref=nav_sb_ss_1_28,https://en.wikipedia.org/wiki/The_Heart_Is_a_Lonely_Hunter,NA_not-pub-domain,,,,,,,,,False,,,,,1940-01-01
218,The Woman In White,Wilkie Collins,1860,English,na,1824,1889,male,eng,GB,,authors english,8726.0,5712.0,1095.0,228.0,141.0,4.01,"153,824","9,855",217,270,2054029760.0,95173526,https://www.goodreads.com/book/show/5890.The_Woman_in_White?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/The_Woman_in_White_(novel),https://www.gutenberg.org/cache/epub/583/pg583.txt,,,,,,,1396433.0,247803.0,True,1631.0,1663.0,369.0,583,1860-01-01
219,"Absalom, Absalom!",William Faulkner,1936,English,na,1897,1962,male,eng,US,"short stories,novels,fiction",novelists,6119.0,102.0,384.0,446.0,286.0,3.98,"44,370","2,797",251,402,407010.0,39376770,https://www.goodreads.com/book/show/373755.Absalom_Absalom_?ref=nav_sb_ss_1_17,"https://en.wikipedia.org/wiki/Absalom,_Absalom!",NA_not-pub-domain,,,,,,,,,False,,,,,1936-01-01
220,A Painted House,John Grisham,2001,English,na,1955,ALIVE,male,eng,US,"motion pictures production and direction,motion picture authorship,law,fiction authorship,acting","screenwriters,novelists,motion picture producers and directors,lawyers,authors,actors",7091.0,444.0,251.0,334.0,364.0,3.75,"93,602","4,927",423,331,689042.0,7449742,https://www.goodreads.com/book/show/5360.A_Painted_House?ref=nav_sb_ss_1_15,https://en.wikipedia.org/wiki/A_Painted_House,NA_not-pub-domain,,,,,,,,,False,,,,,2001-01-01
221,The Girl With the Dragon Tattoo,Stieg Larsson,2005,Swedish,thrillers,1954,2004,male,swe,SE,crime fiction,"journalists,authors swedish",8986.0,749.0,413.0,221.0,274.0,4.17,"3,168,810","77,358",85,21,1807049714.0,54441441,https://www.goodreads.com/book/show/2429135.The_Girl_with_the_Dragon_Tattoo?ref=nav_sb_ss_1_31,https://en.wikipedia.org/wiki/The_Girl_with_the_Dragon_Tattoo,NA_not-pub-domain,,,,,,,,,False,,,,,2005-01-01
222,A Room With a View,E.M. Forster,1908,English,na,1879,1970,male,eng,GB,,"novelists,essayists",8194.0,2681.0,780.0,264.0,182.0,3.9,"183,027","8,578",321,253,351030.0,31996364,https://www.goodreads.com/book/show/3087.A_Room_with_a_View?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/A_Room_with_a_View,https://www.gutenberg.org/cache/epub/2641/pg2641.txt,,,,,,,403520.0,69642.0,True,692.0,814.0,303.0,2641,1908-01-01
223,Watership Down,Richard Adams,1972,English,allegories,1920,2016,male,eng,GB,"childrens literature,poetry,fiction","poets,novelists",9149.0,323.0,364.0,214.0,296.0,4.08,"479,467","17,361",159,147,583122.0,71386171,https://www.goodreads.com/book/show/76620.Watership_Down?ref=nav_sb_ss_1_14,https://en.wikipedia.org/wiki/Watership_Down,NA_not-pub-domain,,,,,,,,,False,,,,,1972-01-01
224,Memoirs of a Geisha,Arthur Golden,1997,English,history,1957,ALIVE,male,eng,US,,"novelists,authors",8359.0,436.0,467.0,246.0,253.0,4.15,"1,994,289","35,826",103,42,533176.0,84008163,https://www.goodreads.com/book/show/929.Memoirs_of_a_Geisha?ref=nav_sb_ss_1_19,https://en.wikipedia.org/wiki/Memoirs_of_a_Geisha,NA_not-pub-domain,,,,,,,,,False,,,,,1997-01-01
225,Our Mutual Friend,Charles Dickens,1865,English,romance,1812,1870,male,eng,GB,english literature,"authors english,writers,novelists",9104.0,4396.0,1212.0,215.0,124.0,4.09,"29,420","1,882",148,440,3481.0,88666393,https://www.goodreads.com/book/show/31244.Our_Mutual_Friend?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/Our_Mutual_Friend,https://www.gutenberg.org/cache/epub/883/pg883.txt,,,,,,,1869451.0,328182.0,True,3222.0,1378.0,848.0,883,1865-01-01
226,Babbitt,Sinclair Lewis,1922,English,na,1885,1951,male,eng,US,,"novelists,nobel prize winners,dramatists",8957.0,4243.0,837.0,223.0,170.0,3.69,"23,543","1,585",446,455,598731.0,39380311,https://www.goodreads.com/book/show/169718.Babbitt?ref=nav_sb_ss_2_7,https://en.wikipedia.org/wiki/Babbitt_(novel),https://www.gutenberg.org/cache/epub/1156/pg1156.txt,,,,,,,737358.0,125753.0,True,1935.0,358.0,538.0,1156,1922-01-01
227,The Red Pony,John Steinbeck,1937,English,bildung,1902,1968,male,eng,US,literature,authors,11450.0,462.0,1021.0,140.0,150.0,3.48,"55,067","2,965",488,386,515675.0,96992551,https://www.goodreads.com/book/show/8732.The_Red_Pony?ref=nav_sb_ss_1_12,https://en.wikipedia.org/wiki/The_Red_Pony,NA_not-pub-domain,,,,,,,,,False,,,,,1937-01-01
228,All the King's Men,Robert Penn Warren,1946,English,political,1905,1989,male,eng,US,"poetry,novels,fiction,literary criticism","poets,novelists,critics",10219.0,260.0,421.0,169.0,271.0,4.09,"63,326","3,223",149,371,27145785.0,61553765,https://www.goodreads.com/book/show/5527.All_the_King_s_Men?ref=nav_sb_ss_1_18,https://en.wikipedia.org/wiki/All_the_King%27s_Men,NA_not-pub-domain,,,,,,,,,False,,,,,1946-01-01
229,Things Fall Apart,Chinua Achebe,1958,English,history,1930,2013,male,eng,NG,,"poets,novelists,college teachers",9295.0,561.0,544.0,210.0,230.0,3.73,"369,511","19,602",427,170,63276.0,24596756,https://www.goodreads.com/book/show/37781.Things_Fall_Apart?ref=nav_sb_ss_1_17,https://en.wikipedia.org/wiki/Things_Fall_Apart,NA_not-pub-domain,,,,,,,,,False,,,,,1958-01-01
230,Lorna Doone,R.D. Blackmore,1869,English,history,1825,1900,male,eng,GB,,,8616.0,2606.0,1231.0,233.0,120.0,3.73,"15,794",769,428,470,469433.0,59105182,https://www.goodreads.com/book/show/73960.Lorna_Doone?ref=nav_sb_ss_1_11,https://en.wikipedia.org/wiki/Lorna_Doone,https://gutenberg.org/cache/epub/17460/pg17460.txt,,,,,,,1500187.0,278344.0,True,1824.0,1502.0,875.0,17460,1869-01-01
